sub,img,information_content,conditional_entropy
7,10660,0.5940720655814299,3.6893560808517947
7,10702,2.634329619748274,3.0493518368499344
7,10732,8.892264317357574,0.0
7,10750,8.782467828125107,0.0
7,10842,0.6631772423405009,2.603534446599159
7,10864,5.1521015054053665,0.7446726515538952
8,10005,5.624198569983674,1.7354421853187616
8,10018,0.5577270365798438,3.9224260066476484
8,10042,2.35402652019899,2.952276511542635
8,10077,2.579821251037642,1.6851907482496853
8,10157,0.26433100238650803,3.2137658450034774
8,10168,5.019060923081856,1.795429531591414
8,10183,2.750831715055502,2.4298093338120648
8,10369,1.9360409068950832,2.8134544409429187
8,10407,4.183353313158211,1.538325419614084
8,10447,4.200806703409152,1.7853929800488018
8,10587,6.515390782675658,0.570707765829289
8,10619,7.793227484960456,0.7728320401008446
8,10632,1.2063277427125674,2.1399269397347456
8,10653,8.174435195715022,0.9536460401022968
8,10660,0.2532110853502623,3.778539459057574
8,10702,2.893602264354019,3.0901809748692806
8,10732,9.504752111411701,0.0
8,10750,6.144301969805009,0.7507273413814654
8,10842,0.8077820574794887,2.5906771750652196
8,10864,5.359961491781184,0.7114240761406667
9,10005,4.359824280419243,1.774707378784888
9,10018,0.12360212450592156,3.950948653971402
9,10042,2.8049462434915013,2.87280081583012
9,10077,1.678033527196109,2.5210810846566267
9,10157,0.24247684039811337,3.240957811209201
9,10168,5.012391081637628,1.7741108316743555
9,10183,2.4033135590217705,2.4621624467307366
9,10369,2.328792008254693,2.6677299359862228
9,10407,3.0693228328753994,1.4626520298256318
9,10447,3.9894538820811456,1.8142022241306113
9,10587,6.101920160249632,0.5692142215994537
9,10619,7.706749868364632,0.7581051204128737
9,10632,1.2482551084202778,2.196257681080656
9,10653,7.958070499769036,0.9359452117214617
9,10660,0.7856668057018343,3.800583996391816
9,10702,2.728692985034374,3.0808436710787452
9,10732,9.866591970782672,0.0
9,10750,6.085462799987018,0.7318403662580244
9,10842,0.8595749662576572,2.717529840516646
9,10864,5.575656423708597,0.9129890140897362
10,10005,6.455972376684324,1.7803959654251662
10,10018,0.4554710509835701,3.920962355469359
10,10042,3.7904499553155273,2.8920345663430185
10,10077,2.764490320681932,2.5620369070011613
10,10157,0.8814869327271929,3.1857670716276276
10,10168,7.76296426600422,1.720435224695739
10,10183,3.3005272319978487,2.4656032899602645
10,10369,2.511189188454701,2.630700630752147
10,10407,3.24051660116002,1.6242322683790777
10,10447,3.614850643204812,1.7495409524547068
10,10587,6.116169510842521,0.5899930706958914
10,10619,7.622901409936782,0.762587475190132
10,10632,2.119974081261039,2.2235140136027036
10,10653,7.9982013173237005,0.9260008402853185
10,10660,1.2978076089700321,3.908673719282193
10,10702,2.183010435400241,3.0171908620012666
10,10732,8.850233204810015,0.0
10,10750,6.94457407235562,0.7977120088820551
10,10842,0.7599350665851569,2.504898343013842
10,10864,5.007281547460126,0.893959943096277
11,10005,5.722348447923818,1.7387752020916911
11,10018,-0.47758635114227044,4.161828747291654
11,10042,2.7879312521337187,3.0209355500502295
11,10077,2.8963404902410446,2.73440857380731
11,10157,-0.9135784120541897,3.3721986891816536
11,10168,5.0802249905309775,1.7216199074567031
11,10183,4.938466866308245,2.4509616699047205
11,10369,2.474967773008802,2.5851517073758368
11,10407,3.7372965694579725,1.741730019822023
11,10447,3.9768345455400165,1.7263721071285918
11,10587,6.396999621121483,0.6521428381652794
11,10619,7.027409171640444,0.7419052522464749
11,10632,1.7486636351390872,2.3234304440620632
11,10653,7.144008856594911,0.9635612612063316
11,10660,1.233538891180074,3.9829385222847695
11,10702,2.1392480500770876,3.044630971383329
11,10732,5.860692848992743,0.8056692934109109
11,10750,6.697204766302363,0.6742086577595573
11,10842,0.8707142937777286,2.600731251606634
11,10864,5.5951365024309805,0.9401614223926869
