Sub,Trial,img,type,RT,Reaction
yushiyi,38,13,1,2660.619,1
yushiyi,39,38,2,4155.572,1
yushiyi,40,37,2,11052.563,1
yushiyi,41,11,1,6800.317,0
yushiyi,42,42,1,13575.945,1
yushiyi,43,26,1,19990.484,1
yushiyi,44,25,1,3089.145,0
yushiyi,45,34,2,10773.379,0
yushiyi,46,12,1,22358.813,0
yushiyi,47,46,1,9709.55,1
yushiyi,48,9,2,13710.308,1
zhangfang,1,9,1,1853.136,0
zhangfang,2,41,2,2283.98,1
zhangfang,3,10,1,1456.291,0
zhangfang,4,24,1,3352.413,0
zhangfang,5,3,1,1562.132,1
zhangfang,6,20,2,2679.782,0
zhangfang,7,26,2,2927.336,0
zhangfang,8,1,1,2605.819,1
zhangfang,9,43,2,2121.274,0
zhangfang,10,36,1,1519.616,1
zhangfang,11,42,2,2487.896,0
zhangfang,12,25,1,2208.88,0
zhangfang,13,27,2,2022.344,0
zhangfang,14,38,2,2250.777,1
zhangfang,15,11,1,3870.207,1
zhangfang,16,19,2,3744.631,0
zhangfang,17,46,1,2128.383,0
zhangfang,18,14,1,2340.772,0
zhangfang,19,2,1,1716.353,0
zhangfang,20,23,2,2011.98,1
zhangfang,21,28,2,2675.593,0
zhangfang,22,30,1,2462.422,1
zhangfang,23,5,2,1986.89,1
zhangfang,24,32,2,2057.699,0
zhangfang,25,29,1,1988.614,1
zhangfang,26,12,1,2364.994,1
zhangfang,27,18,1,3259.057,0
zhangfang,28,4,2,2112.837,0
zhangfang,29,21,1,2256.438,0
zhangfang,30,34,2,2574.036,1
zhangfang,31,8,1,2929.755,0
zhangfang,32,13,2,3603.491,1
zhangfang,33,44,2,3171.138,1
zhangfang,34,39,1,4568.117,1
zhangfang,35,48,1,2279.306,1
zhangfang,36,37,1,1573.55,0
zhangfang,37,40,1,2943.099,1
zhangfang,38,6,2,1844.169,0
zhangfang,39,7,1,1604.274,0
zhangfang,40,16,2,3269.984,0
zhangfang,41,22,2,1294.235,0
zhangfang,42,47,1,1599.236,1
zhangfang,43,15,2,1617.955,0
zhangfang,44,45,2,2604.828,1
zhangfang,45,31,2,1703.177,0
zhangfang,46,33,2,2060.812,0
zhangfang,47,35,1,1549.125,1
zhangfang,48,17,2,3985.92,0
