imageIndex,information_content,conditional_entropy,expt3
12067,-0.674573920616097,6.03272842461272,20
12619,-0.16929333718007,5.99452394087192,
13117,-0.0361942474812,5.98070496706905,
10129,-0.350334860100596,5.95822715623936,
11839,-1.04885394840142,5.95422651260968,
13970,-0.531627421551158,5.95050339145002,
12252,0.476266118351347,5.94590318742009,
14612,0.069934958417014,5.93038447466366,
13655,-0.442508152974057,5.92495401257539,
14736,-0.160722703389685,5.90538573115739,
13608,0.346081192643701,5.90286773620428,
14524,-0.159106560115967,5.88267079571098,
11450,-0.499600442210525,5.87981217365658,
10487,-0.954431505341137,5.87690215313457,
14181,-0.054478528859163,5.87360044016837,
10371,0.283473095936969,5.86733061471088,
12142,-0.004504444541004,5.86668180583661,
10096,0.451106606995812,5.85835739499214,
13051,1.19041122269403,5.857823333159,
14446,-0.830719371852082,5.85756840653247,
13518,-0.164469016873718,5.85371686331546,
10643,-0.289409320134009,5.82988075401845,
13487,-0.375095340449159,5.82920278693778,
12239,-0.67591471215026,5.82015404775341,
14016,-1.00870524102785,5.81794616283047,
11580,0.980159832705027,5.80641089386346,
13109,-1.13124544470526,5.79862682938244,
13772,-1.34360774418606,5.79666355139666,
13335,-0.95192758886184,5.79636272066761,
14840,-1.44620307257701,5.79599320590605,
13217,-1.00952605735626,5.791422221007,
11748,1.4585779329937,5.78998255116549,
14209,0.733168219009151,5.78820123933635,
11263,-1.14752134234082,5.78772967714704,
12571,-0.118313149713805,5.78599450923956,
11174,-0.617186527623507,5.78062521908436,
11662,-1.12127856615001,5.77928170796397,
13549,-1.93704278988785,5.77364667785159,
10991,-1.36570440970067,5.76865124875738,19
14317,-1.93786676363581,5.76615231387302,
11895,-0.358397090492567,5.76500733671785,
14444,-0.16198508518278,5.76496236390192,
13783,-0.687468350904425,5.75868902729505,
12329,-0.070722301100483,5.75634936341886,
11757,0.539735713688841,5.75497296821143,
13714,-0.320228643495474,5.7509048419802,
12132,-0.296373064243438,5.74982380461619,
12052,-0.502606529040888,5.74819022227396,
10833,-1.33923827679565,5.74699625797224,
14561,-1.60476775865769,5.74557819109108,
11827,-1.23320432772035,5.74139141986858,
12204,0.048679634493829,5.7403001238578,
13982,-0.272252389971967,5.73988963547347,
10040,-1.52265134834967,5.7367582269573,
11270,-0.300390917945882,5.73376773420956,
10670,-1.28655193842726,5.73260189433425,
13493,-0.255181643845627,5.72988236526834,
12809,-1.18724389117618,5.72951768303093,
13890,-1.70071056022907,5.72767932355918,
14749,0.948944445632989,5.72208169829088,
10938,0.064063751991999,5.72127684722718,
10058,-0.572182040499437,5.72114709515702,
13411,-0.511014039410768,5.71621404017315,
12342,-0.362532224732654,5.71595950700029,
