Sub	Trial	img	type	RT	Reaction
3	1.000000	160.000000	2.000000	10506.110	0.000000
3	2.000000	20.000000	1.000000	4521.120	1.000000
3	3.000000	239.000000	2.000000	6996.648	1.000000
3	4.000000	14.000000	2.000000	3947.810	1.000000
3	5.000000	60.000000	2.000000	6170.334	1.000000
3	6.000000	22.000000	2.000000	10266.563	0.000000
3	7.000000	49.000000	1.000000	22776.410	1.000000
3	8.000000	30.000000	1.000000	9654.744	0.000000
3	9.000000	200.000000	2.000000	3710.099	0.000000
3	10.000000	51.000000	2.000000	4450.968	1.000000
3	11.000000	37.000000	1.000000	8229.963	1.000000
3	12.000000	176.000000	2.000000	6283.277	1.000000
3	13.000000	0.000000	2.000000	13488.257	0.000000
3	14.000000	53.000000	2.000000	2309.888	0.000000
3	15.000000	208.000000	2.000000	3250.205	1.000000
3	16.000000	136.000000	2.000000	9512.880	1.000000
3	17.000000	220.000000	2.000000	5684.922	1.000000
3	18.000000	207.000000	2.000000	6580.043	1.000000
3	19.000000	54.000000	2.000000	6941.719	1.000000
3	20.000000	63.000000	2.000000	9366.267	0.000000
3	21.000000	112.000000	1.000000	6076.998	0.000000
3	22.000000	147.000000	2.000000	3716.733	0.000000
3	23.000000	47.000000	1.000000	10301.629	1.000000
3	24.000000	45.000000	1.000000	10934.937	1.000000
3	25.000000	8.000000	2.000000	7719.095	1.000000
3	26.000000	213.000000	1.000000	2788.279	1.000000
3	27.000000	6.000000	2.000000	2038.614	0.000000
3	28.000000	39.000000	1.000000	5029.998	1.000000
3	29.000000	23.000000	2.000000	7363.790	1.000000
3	30.000000	69.000000	1.000000	3029.576	0.000000
3	31.000000	130.000000	2.000000	7575.050	0.000000
3	32.000000	43.000000	1.000000	8281.529	1.000000
3	33.000000	123.000000	1.000000	10066.273	0.000000
3	34.000000	38.000000	1.000000	8654.972	1.000000
3	35.000000	17.000000	2.000000	24076.517	0.000000
3	36.000000	5.000000	2.000000	8790.311	1.000000
3	37.000000	35.000000	1.000000	10630.244	0.000000
3	38.000000	44.000000	1.000000	8194.975	0.000000
3	39.000000	59.000000	2.000000	2098.915	1.000000
3	40.000000	32.000000	1.000000	10222.484	1.000000
3	41.000000	31.000000	1.000000	3261.795	1.000000
3	42.000000	48.000000	1.000000	3295.507	1.000000
3	43.000000	57.000000	2.000000	4918.991	0.000000
3	44.000000	235.000000	1.000000	3113.372	0.000000
3	45.000000	223.000000	1.000000	5655.628	0.000000
3	46.000000	41.000000	1.000000	10424.593	1.000000
3	47.000000	3.000000	2.000000	4877.377	1.000000
3	48.000000	171.000000	1.000000	1841.124	1.000000
