Sub	Trial	img	type	RT	Reaction
4	1.000000	112.000000	2.000000	15975.841	0.000000
4	2.000000	220.000000	2.000000	2980.815	0.000000
4	3.000000	63.000000	1.000000	4986.395	1.000000
4	4.000000	69.000000	1.000000	2289.428	0.000000
4	5.000000	43.000000	1.000000	6610.860	1.000000
4	6.000000	0.000000	2.000000	1135.338	0.000000
4	7.000000	208.000000	2.000000	2880.181	0.000000
4	8.000000	207.000000	1.000000	2221.927	1.000000
4	9.000000	60.000000	1.000000	4954.531	1.000000
4	10.000000	31.000000	2.000000	3127.503	0.000000
4	11.000000	39.000000	1.000000	3991.323	0.000000
4	12.000000	41.000000	2.000000	3763.554	0.000000
4	13.000000	17.000000	2.000000	4363.745	1.000000
4	14.000000	136.000000	1.000000	6133.451	1.000000
4	15.000000	123.000000	1.000000	3037.971	0.000000
4	16.000000	22.000000	1.000000	2790.302	0.000000
4	17.000000	130.000000	1.000000	1573.778	0.000000
4	18.000000	5.000000	1.000000	2505.963	0.000000
4	19.000000	6.000000	1.000000	2938.679	0.000000
4	20.000000	47.000000	1.000000	5365.085	0.000000
4	21.000000	57.000000	2.000000	8333.894	1.000000
4	22.000000	223.000000	2.000000	6321.444	0.000000
4	23.000000	235.000000	1.000000	4513.099	1.000000
4	24.000000	37.000000	1.000000	6707.366	1.000000
4	25.000000	53.000000	2.000000	2178.655	1.000000
4	26.000000	49.000000	1.000000	2575.460	0.000000
4	27.000000	35.000000	1.000000	3864.947	0.000000
4	28.000000	3.000000	1.000000	4099.947	0.000000
4	29.000000	32.000000	2.000000	2208.929	0.000000
4	30.000000	160.000000	1.000000	4289.231	0.000000
4	31.000000	48.000000	1.000000	2198.193	0.000000
4	32.000000	45.000000	1.000000	4434.957	1.000000
4	33.000000	51.000000	1.000000	1398.619	0.000000
4	34.000000	8.000000	1.000000	5623.429	1.000000
4	35.000000	20.000000	1.000000	4394.444	0.000000
4	36.000000	213.000000	1.000000	2010.368	0.000000
4	37.000000	54.000000	2.000000	4979.596	0.000000
4	38.000000	147.000000	2.000000	4086.660	0.000000
4	39.000000	14.000000	2.000000	2690.381	0.000000
4	40.000000	171.000000	1.000000	3150.696	1.000000
4	41.000000	30.000000	1.000000	2989.554	1.000000
4	42.000000	23.000000	2.000000	3552.302	0.000000
4	43.000000	239.000000	1.000000	2336.639	0.000000
4	44.000000	38.000000	2.000000	4423.433	0.000000
4	45.000000	176.000000	2.000000	4088.535	0.000000
4	46.000000	44.000000	2.000000	913.452	0.000000
4	47.000000	200.000000	1.000000	2350.330	0.000000
4	48.000000	59.000000	2.000000	1129.148	0.000000
