Sub	Trial	img	type	RT	Reaction
10	1.000000	31.000000	2.000000	2115.342	0.000000
10	2.000000	20.000000	1.000000	1395.832	0.000000
10	3.000000	44.000000	2.000000	958.538	0.000000
10	4.000000	130.000000	2.000000	898.810	0.000000
10	5.000000	239.000000	2.000000	1224.649	0.000000
10	6.000000	49.000000	1.000000	1107.626	0.000000
10	7.000000	45.000000	2.000000	1219.323	0.000000
10	8.000000	112.000000	2.000000	1783.773	0.000000
10	9.000000	54.000000	1.000000	1385.866	0.000000
10	10.000000	220.000000	2.000000	1286.292	0.000000
10	11.000000	3.000000	2.000000	1177.085	1.000000
10	12.000000	235.000000	2.000000	718.309	0.000000
10	13.000000	59.000000	1.000000	876.941	0.000000
10	14.000000	0.000000	2.000000	677.467	0.000000
10	15.000000	63.000000	2.000000	711.469	0.000000
10	16.000000	123.000000	1.000000	640.014	0.000000
10	17.000000	39.000000	1.000000	1301.613	0.000000
10	18.000000	51.000000	2.000000	873.308	1.000000
10	19.000000	8.000000	2.000000	1591.604	0.000000
10	20.000000	23.000000	2.000000	1115.395	1.000000
10	21.000000	35.000000	2.000000	1075.894	0.000000
10	22.000000	171.000000	1.000000	962.070	0.000000
10	23.000000	37.000000	2.000000	791.448	0.000000
10	24.000000	32.000000	2.000000	927.508	0.000000
10	25.000000	43.000000	2.000000	1754.226	0.000000
10	26.000000	48.000000	1.000000	1716.891	1.000000
10	27.000000	160.000000	2.000000	1053.969	0.000000
10	28.000000	136.000000	1.000000	1128.338	0.000000
10	29.000000	22.000000	1.000000	1978.386	0.000000
10	30.000000	53.000000	2.000000	745.655	0.000000
10	31.000000	208.000000	1.000000	1436.778	1.000000
10	32.000000	176.000000	2.000000	1388.285	0.000000
10	33.000000	200.000000	1.000000	1108.202	0.000000
10	34.000000	5.000000	2.000000	3147.245	0.000000
10	35.000000	17.000000	2.000000	855.146	0.000000
10	36.000000	207.000000	1.000000	951.837	1.000000
10	37.000000	147.000000	1.000000	1505.674	1.000000
10	38.000000	223.000000	1.000000	1239.690	0.000000
10	39.000000	47.000000	2.000000	1528.879	1.000000
10	40.000000	57.000000	1.000000	1149.451	0.000000
10	41.000000	69.000000	1.000000	1429.463	0.000000
10	42.000000	38.000000	2.000000	870.639	1.000000
10	43.000000	14.000000	2.000000	824.472	1.000000
10	44.000000	41.000000	2.000000	1116.514	0.000000
10	45.000000	6.000000	2.000000	768.219	1.000000
10	46.000000	30.000000	2.000000	1088.827	0.000000
10	47.000000	60.000000	1.000000	716.451	1.000000
10	48.000000	213.000000	2.000000	1011.324	1.000000
