imageIndex,information_content,conditional_entropy,expt7
10001,2.76224619865449,3.86687034697561,
10002,0.164825674409452,3.53461010063305,
10003,1.15625023651343,4.60803125063068,
10004,0.788694878478423,3.65781305696148,
10005,2.41439707851031,2.190096541771,
10006,1.26824929169055,4.12727995153416,
10007,8.391340701121,0,
10008,2.90868480140112,2.60795138192986,
10009,0.932703044078571,3.63529336298671,
10010,2.53308374473887,3.86787704265824,
10011,1.42777851600483,3.8151143104613,
10012,4.77596546874901,1.36285525419761,
10013,1.16187514870804,3.99478881792568,
10014,-0.091025542092573,3.1981478335727,
10015,-0.148408466441947,5.62141336033302,
10016,2.34332267837366,3.72903104509617,
10017,2.47595357819809,2.42374518094495,
10018,-2.49901537067528,5.15145083817209,
10019,3.08994580054195,1.97670352315934,
10020,1.42885410590609,4.30692471391652,
10021,5.07909099866794,0.670624878396724,
10022,0.26475827567929,3.4611364415535,
10023,-1.63336120621263,5.58757140098486,
10024,4.53289273399356,0.934604401354248,
10025,3.19447503143136,2.25283559179347,
10026,1.59158736246505,3.57658685393916,
10027,3.01075222257292,2.01269181079223,
10028,-1.62958708539964,4.74667532104937,
10029,3.55005682291491,2.19615672361355,
10030,-1.1063940517133,5.44431492150371,
10031,2.59862227494221,3.94522904892679,
10032,2.53503104532907,1.84288080270629,
10033,0.549180548993916,3.61595499830788,
10034,3.90374933957965,2.53595398787956,
10035,3.4407878256412,2.29014409864067,
10036,-1.48776812558779,5.45635507467785,
10037,4.03809641314448,2.75662978494322,
10038,4.31867432779039,4.0142714565026,
10039,-0.004311103436786,3.34000457509509,
10040,-1.52265134834967,5.7367582269573,
10041,3.23006859316535,2.16644874741764,
10042,1.08263087237704,3.80324348978564,
10043,4.43374114725171,2.19924530179149,
10044,-1.98669313038624,4.71082126111536,
10045,2.99875191213131,2.24218637948672,
10046,1.73771938361016,3.87046033288387,
10047,1.80523015323402,3.84701522081475,
10048,0.236667785155057,3.4839312166049,
10049,7.34694136664571,2.30789434321287,
10050,-2.700728506963,4.87890229592415,
10051,7.11939972065978,1.1806105015793,
10052,0.283871532515989,5.34917612806246,
10053,7.58735111494156,1.04732202615848,
10054,0.587998303330043,3.27536242041378,
10055,4.09475995727746,2.62373171931659,
10056,6.38028504329994,2.43654738411289,
10057,5.23143598593976,2.57345313598885,
10058,-0.572182040499437,5.72114709515702,
10059,4.8649990367696,2.49632270040596,
10060,4.70359413730863,3.59469204885291,
10061,1.86965462433601,3.91718565100903,
10062,9.04165315182407,0,
10063,1.43502519172992,3.763014488009,
10064,4.56833688119178,2.60742368134523,
10065,1.49969607852994,3.89318625298031,
10066,6.28005512673302,2.24551535604008,
10067,-0.558633782591383,5.40289298545651,
10068,-1.99719440647697,4.87017462692813,
10069,2.76115987281674,2.26662445755575,
10070,3.46041439871268,2.69976030300644,8
10071,4.52717962030571,2.20432334070257,
10072,-0.331852673460156,3.77493422089627,
10073,0.915088225141153,4.19885136356313,
10074,2.09807755820768,1.83398911179416,
10075,3.21604578742205,2.29582818233186,
10076,-2.08750025410602,4.81303776632516,
10077,4.43827348981594,2.43081566810451,
10078,3.99417476254425,2.58648802964181,
10079,0.169373633437852,3.65270542239798,
10080,0.580137191971465,4.09099692917304,
10081,0.060908652781667,4.05689607021565,
10082,2.00517430932569,2.16646092283061,
10083,-0.17327084735732,3.91784555217492,
10084,0.211469253316813,3.06547031282739,
10085,4.97509985684262,1.00684390544906,
10086,2.4293087776092,3.13214928345218,
10087,0.60133367568267,3.42105976739869,
10088,3.16798572102466,2.31868512118245,
10089,7.63067102822613,0,
10090,1.18385895599371,3.55920472320216,
10091,4.25712033777629,2.62056031630962,
10092,3.72610005444897,1.81176943629857,
10093,1.9471232436003,3.94476736632399,
10094,2.03561029879379,3.77816511255124,
10095,1.94591855658295,2.16637773074433,
10096,0.451106606995812,5.85835739499214,
10097,0.762496104987633,4.17836681122763,
10098,2.38933781905062,2.43563527471017,
10099,-0.555706840792747,3.5736592084644,
10100,3.48609126969538,2.6415992293141,
10101,1.63620964265202,1.94917650482129,
10102,4.90829996514122,2.57240281829989,
10103,1.62557289072833,3.8657274103168,
10104,6.38211910102367,1.32514855867876,
10105,3.75515975804814,3.47571351340041,
10106,4.14249429538768,3.88290428192863,
10107,1.11097265152851,5.18759153731309,
10108,1.44762909804017,4.68434141516368,
10109,-0.70724850387382,4.94767009904059,
10110,-1.51804298831862,5.1142714292605,
10111,2.79658631384884,3.70267945371196,
10112,3.61882261083298,2.51100871277139,
10113,0.99252895143218,3.13323925410851,
10114,3.80596767577548,2.13558969321112,
10115,1.11899523882086,3.50020384269946,
10116,1.6952275181904,2.91959351451536,
10117,3.47658096513178,3.88811752381944,
10118,3.10299644841338,0.915770084477769,
10119,6.7997724418464,1.23409106148387,
10120,-0.979110072192771,4.79842810804844,
10121,-0.850291985389106,5.30495563944208,
10122,0.596087714682073,5.36603214085657,
10123,-0.541886043833095,3.45462497390524,
10124,2.60328903265964,3.04497933286643,
10125,-1.49970095841688,5.4954768503969,
10126,0.769206813889894,3.57646191659111,
10127,5.29518001359299,2.100585954957,
10128,2.72065466200908,4.63321510738644,
10129,-0.350334860100596,5.95822715623936,
10130,3.89527620699571,3.71725433583054,
10131,1.85700069982819,2.2981430851614,
10132,1.67362329433119,4.08315216568031,
10133,2.7468913949129,2.06009044171463,
10134,2.81711247193447,3.89038875629226,
10135,5.58822826524163,3.65197814842281,
10136,0.494764299784072,3.82527832820714,
10137,1.81350213754085,2.19885251820792,
10138,1.64586869964803,4.12104927646564,
10139,2.83830337932194,2.52201122340414,
10140,3.51160832740379,1.92360744524858,
10141,0.532697982901227,3.46050190015498,
10142,2.09075975517029,3.49314747870301,
10143,2.98225659498664,2.38976626780208,
10144,4.81174530837357,2.60718951145303,
10145,2.90353172388054,1.67488328546913,
10146,-0.017897204044389,5.48329721618526,
10147,-1.44702136475781,5.2243543148587,
10148,2.34955924526836,3.90723729896303,
10149,3.95609395144706,2.52473257058347,
10150,0.51578729680053,3.71359917049697,
10151,3.7617611507158,2.20874969435086,
10152,4.13335308952307,2.47187410541448,
10153,2.88321501864938,2.20873789795204,
10154,5.00927027390999,2.47247585412068,
10155,1.84501000412245,2.99623992400492,
10156,0.378104434171561,3.05209828799437,
10157,-1.92998144067629,5.15759309448719,
10158,3.85313975028002,1.7755187461228,
10159,4.14100558764384,2.17555834854869,
10160,0.522046105327328,3.89282794574746,
10161,0.553332475401536,4.20702910475622,
10162,2.08273317177213,2.45955703503915,
10163,1.34640026312109,3.42966709499575,
10164,1.19929634861912,3.93246026908379,
10165,1.76400396908295,2.01627325685677,
10166,4.60725494173948,0.906817085818867,
10167,2.67030598620877,2.51079619863798,
10168,7.2807239825635,1.15932659929619,
10169,4.36084989471628,0.890805368540354,
10170,4.45851604693066,1.2157708946549,
10171,5.75895987393473,1.10636311019892,
10172,2.9957837538292,2.36592186194248,
10173,6.60211081032753,1.13531168983679,
10174,4.06033349484387,2.53428385109031,
10175,1.82593720814933,2.15929902665634,
10176,3.95079987509633,2.22990831020276,
10177,8.12440071023062,0,
10178,4.28602191882105,2.58099429626376,
10179,-0.176382283267662,5.6732151101157,
10180,2.31421262116592,2.05954304299842,
10181,7.07210555921445,0,
10182,6.62636366331172,1.16258027767415,
10183,1.67844141996131,3.33612753359135,
10184,2.35396769243279,2.29449246646539,
10185,-0.655354445054621,3.27695528565268,
10186,2.37887430270498,4.16844422253401,
10187,0.763144076310011,3.72646677527834,
10188,2.04941754776552,3.78635365421416,
10189,5.34631089662671,4.53448009985535,
10190,1.16034152401485,5.04986456125384,
10191,6.0230040421369,1.77719301675408,
10192,-0.195560129962891,3.60060890450728,
10193,3.72034740639751,2.47571798000998,
10194,0.07373794187055,3.26632555451184,
10195,0.258249472491531,4.44547853254255,
10196,3.48671011613378,4.51993775448858,17
10197,3.88307578162942,2.15873126293958,
10198,0.83183556330504,3.54602716187078,
10199,3.05985402620267,4.28985722735733,
10200,-1.47102060395794,5.4442699828721,
10201,5.10598459933134,0.784197413940628,
10202,-1.3895522571863,5.43772139844239,
10203,2.88735765163729,1.62649120502995,
10204,1.60852583445913,3.27712538659682,
10205,1.99480415636334,5.16647700850418,
10206,5.99336593457625,0.730008324938263,
10207,2.08304817674413,1.99072216156792,
10208,3.92194746926706,2.45206266165564,
10209,-0.884252542176824,5.58570528524022,
10210,2.65217417772575,3.88013148448333,
10211,-0.393901488694635,3.58720034722566,
10212,0.250142424485399,3.92192288023203,
10213,0.551405165215363,4.08649885872082,
10214,4.9147374456295,2.44403780640086,
10215,1.70019969307132,5.43105976376996,
10216,3.93622754231809,2.33910979990892,
10217,1.34747519104105,3.9034229245104,
10218,5.82286894579322,1.1221784923093,
10219,4.4945480131472,2.49957028942903,
10220,4.62858280163356,2.11757961391663,
10221,0.870328654990215,4.28391256256828,
10222,6.28397793518492,2.87302543490867,
10223,6.09909810061177,1.24030385400373,
10224,9.49621505223456,0,
10225,3.59607413317078,3.72072410766824,
10226,3.74179797662618,1.85096315966808,
10227,3.60612656222777,3.32795329892938,
10228,2.19643498451217,3.15623136016535,
10229,1.11526783829381,3.76339571612681,
10230,1.34154275284174,4.91424176101619,
10231,2.79209487585448,3.64799769931665,
10232,5.96023208636987,2.52886421271649,
10233,2.7850984812913,2.44431099969685,
10234,4.26500730688177,2.20796560986273,
10235,3.22366637735102,3.55018002766434,
10236,5.19395325294884,2.63578802176105,
10237,1.31136969503838,4.89025422547919,
10238,0.99548656334202,4.06098856628755,
10239,5.3625814350833,2.35219869405006,
10240,0.507524716983709,3.7509553884174,
10241,0.803000794244851,3.33331281132333,
10242,5.10203154735712,1.39246370652684,
10243,4.39699906392394,2.2818482204571,
10244,3.19421336824874,3.86776851922178,
10245,4.28787104953932,4.56877509733222,
10246,3.18009410502867,1.87262524185744,
10247,6.19049778027788,1.36803523276717,
10248,1.33295862387812,3.68522480492208,
10249,3.67687850199586,2.08275786066642,
10250,1.0696261441657,3.94568293797847,
10251,-0.902994257062795,4.82684228696118,
10252,4.32410624060312,2.44970324955844,
10253,3.6347889224356,2.13034434482999,
10254,5.59918917779247,1.33272694876128,
10255,4.87461964270599,1.35322336428255,
10256,2.22109586663658,3.47707536304416,
10257,2.59718574155264,4.0899006694699,
10258,2.2520142869796,3.88189569969007,
10259,6.94246149575069,1.28984180870629,
10260,6.15003840680609,0.870781188012635,
10261,2.08567888480604,3.40778725291815,
10262,2.91968552804887,2.43067739311197,
10263,1.71964644184559,3.86741889733356,
10264,-2.38201524211432,5.10721034972996,
10265,2.92327825422751,3.95322848689304,
10266,0.811212049150853,3.95576761373203,
10267,0.85169160128465,3.76698777750521,
10268,-2.18548212070033,5.25553229611774,
10269,3.45244778349434,2.09816819856097,
10270,1.98444743718733,2.34047958299617,
10271,-0.121482988431913,3.44153683373642,
10272,3.76469694811022,3.48232880327568,
10273,1.1059871568969,3.51618961394868,
10274,1.23205913147241,3.05572479403246,
10275,2.67736073579645,5.31471263695274,
10276,-2.33624118667008,5.45881397668684,
10277,5.73595516856572,1.22246140171541,
10278,3.4566026565094,2.46243302694029,
10279,0.006859519764922,3.75290714481511,
10280,3.43120540014973,3.88867250205907,
10281,2.69800039684712,3.88830788779221,
10282,-2.02307608697465,5.62742774220969,
10283,2.54413812603783,3.98811227580758,
10284,0.658361294283883,2.99699727277309,
10285,1.84960037876664,1.90377064811379,
10286,3.03121020172493,2.27876414510128,
10287,2.14899758811987,3.22301873966758,
10288,-2.01219512691561,4.5281327681527,
10289,3.17752736922937,3.55996100396136,
10290,1.42779948651677,3.74583095174512,
10291,5.3098067291308,1.06133636505632,
10292,4.22230044988564,2.73253792792695,
10293,1.51315464658446,5.48733179744548,
10294,2.78908137141265,2.54431985388322,
10295,2.57749928465524,4.40864568726064,
10296,5.33590561372933,2.3170706541258,
10297,4.51495895189622,1.84435036300951,
10298,2.08169976156773,1.76644775459215,
10299,-1.21708610659195,5.45732825501905,
10300,1.19186015550379,3.84416583132328,
10301,2.83572403868552,2.27618584294096,
10302,2.99416101116475,1.91980027518108,
10303,5.17599866526401,1.30746458683735,
10304,1.9990304035423,2.04612860449403,
10305,5.62021418974205,2.75631658266391,
10306,0.604559814632916,5.55628372723508,
10307,2.94492307624804,3.46372972024727,
10308,3.03254834745852,2.31370090102866,
10309,-0.267859913765765,5.63319793147531,
10310,-0.341045191661902,3.25677313494882,
10311,2.80855753980903,2.24630209606516,
10312,0.965578591181718,5.29534538067014,
10313,1.30071058323583,3.66293231419479,
10314,4.27711844160327,2.03149298976505,
10315,0.508400620732545,3.6038780288258,
10316,4.02232016113261,4.03492936403515,
10317,-1.7752697390139,4.67665762462943,
10318,4.75056072165048,2.36702557175257,
10319,2.41555052895381,2.2452226219815,
10320,0.213102876903903,4.98725618593282,
10321,9.03844607466592,1.39181663337957,
10322,2.93347640123814,2.11518939037393,
10323,-2.39107712905071,4.93579371528788,
10324,1.95010589622134,2.25343362908552,
10325,2.70357052197458,3.38594543364622,
10326,6.4946024978455,1.12270792920403,
10327,3.73708454438361,2.45038694247287,
10328,4.50591004045576,2.64492488605629,
10329,6.39782740756801,2.55062854553073,
10330,5.72226820112144,1.16013458431009,
10331,3.10708703330881,3.87500361230386,
