imageIndex,information_content,conditional_entropy,expt7
10332,4.11280586643095,2.50000649873298,
10333,2.28420446644883,3.61327560442026,
10334,4.01285932519471,1.77599878481086,
10335,-1.60036778804362,4.92198793678022,
10336,2.28312306147701,2.36275067569234,
10337,4.03682621957342,2.17885368836681,
10338,2.54540643463289,3.81243159209841,
10339,1.7890224100871,4.20413942631993,
10340,-1.13988893700136,5.28267631772345,
10341,1.4073826982745,4.00578198859208,
10342,2.23791605294777,2.23614251563504,
10343,-0.330332568296637,3.22618695963244,
10344,1.68517958402764,3.45570661795788,
10345,3.59173765423894,2.35283548274116,
10346,4.58407251695463,2.28891066829039,
10347,-1.00907127027813,4.55870106661052,
10348,2.3620483493161,4.19867826487439,
10349,-0.817601478866472,4.73412847181278,
10350,0.290841310293755,4.54950631534507,
10351,1.70720544804918,1.87522671294093,
10352,4.79851670520606,3.29272284578605,
10353,6.99992864854833,1.68558116619659,
10354,4.85741345476142,1.95600001894322,
10355,0.632134230310964,3.66460812647556,
10356,5.68911581446647,0.777308635837721,
10357,0.529285340529567,3.65375272564295,
10358,1.34185379537742,3.71908069305277,
10359,2.30019677214747,3.95444692978376,
10360,1.15985892785657,4.03030029607165,
10361,6.17085266864984,1.17630151360727,
10362,2.88093234872864,3.922462144699,
10363,2.28949926238318,3.36777981802382,
10364,-2.45197206261778,4.77673523825185,
10365,2.72503535814269,2.5082508734572,
10366,-0.279593233005313,5.5523312399358,
10367,1.94161790063903,2.10333221672116,
10368,1.13005046649832,3.63715977580879,
10369,-0.10935347208136,4.02061214088193,
10370,2.69183175602939,5.18440058028737,
10371,0.283473095936969,5.86733061471088,
10372,1.4246890587024,3.73571007819992,
10373,3.63612276589457,2.09251197259531,
10374,4.76883977657334,4.11723738013255,
10375,3.41918534183665,3.25008840134304,
10376,4.10987590492427,2.13002909067101,
10377,2.63486380030972,2.12841543844464,
10378,-0.051023172663686,3.16513831018767,
10379,0.642799677374064,3.83196148838122,
10380,-1.37122658822788,5.14066339204395,
10381,8.07377719349876,1.00622100121043,
10382,1.79382646085064,3.9501219227413,
10383,5.17593566346575,1.1672001651979,
10384,2.10572423131651,4.01745640728039,
10385,2.10470651303046,2.00807418786677,
10386,2.20375853500798,3.60930006849027,
10387,1.32274129111737,3.05194537714402,
10388,0.778344469827291,4.24183936017117,
10389,2.95315514237052,2.50111341920799,
10390,2.92167743096969,3.54658325766116,
10391,10.5073502263866,0,
10392,-2.07720864931589,4.77842416941182,
10393,0.806024704228177,4.01227923479067,
10394,1.57969821461376,2.21630726767288,
10395,2.42127514177703,2.24084165355845,
10396,2.60121442075469,3.38281991195459,
10397,-0.525174491184859,4.80110789997453,
10398,2.88106642014487,4.10025582850213,
10399,2.56387069357589,2.45664280739386,
10400,3.00957058318293,3.54984533313015,
10401,0.193023587593027,3.62202931626821,
10402,2.3936463863826,3.80878462761081,
10403,0.479951713837435,3.45115960933006,
10404,3.09786572974869,4.00468829751242,
10405,4.85483132531023,1.0786253635674,
10406,1.44706287573072,3.9918962964681,
10407,5.10118815781289,2.74193871453832,
10408,3.69711950326013,2.39209415273167,
10409,2.80147790379371,2.46720371219625,
10410,6.20470934056169,2.16496817478874,
10411,7.14968637400081,0,
10412,7.08237404283293,1.03827171078276,
10413,5.18501492054154,2.84906892182414,
10414,5.61856582852566,2.15036133782047,
10415,0.944316876938358,3.92857913663198,
10416,3.260113388634,2.09588788995285,
10417,0.695934232469754,3.87512753488873,
10418,1.23537157497297,3.90501711514868,
10419,4.94137668712389,3.87310679376548,
10420,4.40839817858392,0.953715446249616,
10421,6.18263474787594,1.43384141700667,
10422,3.06481090023273,2.34242522294163,
10423,5.36529731448646,1.3865686374197,
10424,0.749349359449406,3.91892350208022,
10425,2.92553464661346,2.59591535911478,
10426,-1.58823571476896,5.43027629498382,
10427,5.71701241142526,1.02782631883202,
10428,2.35302258246936,3.48983763241844,
10429,1.11273776548564,4.23581451451964,
10430,2.14197365596413,3.98620085242595,
10431,3.15681659331629,5.0188993342415,
10432,4.60161818056628,2.53264112122555,
10433,4.40700401454376,2.47675509707983,
10434,0.761895370356293,4.00849457852559,
10435,-2.31876476362245,4.57732335561686,
10436,0.164978174864322,3.62028346172156,
10437,-0.595935634138229,4.96692808424752,
10438,0.264111567798452,3.44230010525085,
10439,1.20416394241815,3.87758601598681,
10440,2.74631784690005,3.68352678000472,
10441,2.31379056989399,2.27321193236471,
10442,-1.01144826695341,4.91980048207998,
10443,-1.31394675004894,5.31954200444243,
10444,1.32703789089645,3.98047981632889,
10445,-0.989809932045681,4.96494282582395,
10446,0.788246542587055,3.41390894596051,
10447,6.76766419186551,1.2101791231377,
10448,0.327085416832617,4.79041097463265,
10449,0.345105749740357,3.71657179026533,
10450,1.77306214611966,2.39739385749027,
10451,4.62550780682285,1.30931446236361,
10452,2.9723098542815,3.81932281768253,
10453,0.395047170114044,3.42094759746152,
10454,1.81529096417475,3.83024926491233,
10455,3.98956875627968,2.57233818993801,
10456,-2.30819469115449,4.78624622195032,
10457,2.4315585081739,2.21671988979585,
10458,2.93010561960218,1.75688968617295,
10459,0.860024514102604,3.22154571333384,
10460,0.414768631721747,3.36844458192522,
10461,1.07595874795323,4.79909720757473,
10462,3.9042713390152,2.79948789142434,
10463,3.1819680081828,2.46503759547631,
10464,2.19678736837217,2.41006915707444,
10465,0.042441422877524,4.07748773078887,
10466,2.91133529640865,3.28039953225671,
10467,0.24025438656615,3.93893380498585,
10468,2.17025635674489,2.16042890018965,
10469,0.997870278288141,3.23834694456964,
10470,1.3382865031835,4.67791192026904,
10471,1.84266955042772,3.87266184851959,
10472,1.78479257379324,3.99336264400019,
10473,8.27733824379684,1.82740548853938,
10474,1.10564263879079,3.32220125287412,
10475,3.52456141472901,2.18610384981744,
10476,3.35164256144552,2.51899983337048,
10477,-2.02609082437857,5.19459773480824,
10478,1.54520741362153,3.63552908228534,
10479,3.71573263821487,2.49555759457783,
10480,1.00508620140507,3.50573095035352,
10481,8.03195641825312,1.3495602841212,
10482,1.49017456618437,4.10777078674381,
10483,3.73295980731191,2.46488821409765,
10484,5.02014673848174,1.41665772129452,
10485,0.517619916006548,3.27997982767174,
10486,3.59141896211509,4.30333032567816,
10487,-0.954431505341137,5.87690215313457,
10488,5.06683101808494,2.30234787061248,
10489,9.3612241616078,0,
10490,2.26594648084767,3.97851908381841,
10491,0.534626631830955,5.35493635085952,
10492,3.73003275262633,2.44316153134463,
10493,7.3968558323808,2.09860060897538,
10494,3.21486049717778,2.31730151119641,
10495,5.82232354259069,1.12935067311531,
10496,2.10371719086616,3.42218652498438,
10497,3.64773730129693,2.3906452170744,
10498,-0.07800693998234,5.69537816682468,
10499,7.53315999427601,1.24589206366937,
10500,1.05629534543599,5.39752344606044,
10501,2.51121113447234,2.62698108275619,
10502,5.01874191501449,2.08898784950028,
10503,2.20462594638979,2.33303905888845,
10504,5.37222127364843,2.85786099221182,
10505,1.66334570430974,3.40673460608803,
10506,5.48348316238015,2.62190059674751,
10507,3.61245677362069,2.51499855310094,
10508,5.70619139390887,1.97735725854878,
10509,0.354381889326712,3.19613986070246,
10510,0.743782135017721,3.70330287512316,
10511,5.87906685615016,2.21426090475426,
10512,6.71615823273517,3.16896577053563,
10513,5.46122511691662,2.30076746295662,
10514,0.706121314918909,3.55131615625634,
10515,3.52089171969736,3.16201615386217,
10516,5.92184175995195,1.14719558279156,
10517,1.74009743289843,2.19920559399006,
10518,3.67512226312638,2.22976275288528,
10519,0.260751973548034,3.67383933859996,
10520,4.47056396384951,2.54039039808442,
10521,2.64442854079484,3.54789700359574,
10522,2.02978497276649,3.61578656125284,
10523,-0.804377987217203,5.62568985133972,
10524,-0.577429347018918,5.38767965161127,
10525,0.956742173261303,3.2710361438238,
10526,-0.03837718219524,3.22344623833393,
10527,1.68867786592903,3.08740567499819,
10528,0.164988111005679,5.39640557157453,
10529,0.836769794779869,5.13030793232184,
10530,6.52171803935471,1.38677006377788,
10531,2.89373631276232,2.58306094672174,
10532,2.00155835615093,2.28373608109522,
10533,1.00959466922122,4.17791392869223,
10534,2.28958554952301,3.32143049867316,
10535,2.44965207500228,2.5422347022099,
10536,2.44046303298961,3.73373879143004,
10537,5.12457581869726,2.00428238361261,
10538,5.19315574488814,1.24597841344553,
10539,4.90711561708205,2.45872774200434,
10540,5.81713707909075,2.74089554477026,
10541,7.56825165415345,0,
10542,4.47811342365358,2.68818227835422,
10543,1.81848171216242,3.83094695785237,
10544,3.13891390885504,3.20952504894315,
10545,1.14584345447978,3.96857582207875,
10546,2.17509471244835,3.98962745802205,
10547,4.0573823224917,2.2276338733511,
10548,3.10769959911977,2.27476902375377,
10549,2.54420625675336,1.85108747717368,
10550,4.64725370107391,2.71549531020648,
10551,4.60958164646925,2.53688296714865,
10552,0.451009375135522,4.17635275171707,
10553,3.23286497942074,2.56324666583034,
10554,1.9998497953633,3.66920633825198,
10555,1.04936314741598,5.62141404197525,
10556,1.42832157999735,2.25685394067439,
10557,3.17006338440246,3.52018926051179,
10558,4.3369882715288,1.74863165294945,
10559,2.10773719099699,2.1708795537526,
10560,4.83050551326642,2.58503110947358,
10561,-1.1833328272164,4.58035951355429,
10562,-1.73504713144613,4.63829199177102,
10563,5.43141766367669,2.04641135124878,
10564,0.428759749459679,5.66403484850933,
10565,-0.938599313981756,5.314665828306,
10566,1.58444097925625,5.36544916438501,
10567,3.90518382553842,2.48095080850567,
10568,1.25189787107907,4.28733906169022,
10569,-0.510901435880472,4.73421333303424,
10570,4.55961996201811,2.54713176926143,
10571,0.51528957627798,3.55791270544859,
10572,2.52155448771897,1.81311347750154,
10573,3.75011087988759,2.36299446119077,
10574,-0.397322309572493,5.59231792487662,
10575,-2.01946881164508,5.20708870206937,
10576,7.55247537991364,1.3012155670524,
10577,0.71518898870613,3.45631612714651,
10578,2.99041023487904,2.47035276108955,
10579,2.05865443736905,3.81062499532345,
10580,5.12151481436506,1.07362947542397,
10581,3.3335307875382,2.56628425667993,
10582,1.01000834028661,3.82206903006625,
10583,1.04822956123764,3.67757460595944,
10584,4.07321613360748,0.811090978482789,
10585,5.01854933621169,0.676322632803661,
10586,3.43563019652943,2.35622329055434,
10587,8.03975012599295,1.10807081305838,
10588,1.97780595337321,4.63033766582957,
10589,2.61840624738278,4.00586621251445,
10590,2.20651687742538,2.45933024031846,
10591,0.155269611031377,5.46410325590806,
10592,-0.804465370700483,5.4286785678897,
10593,2.69957803150709,2.07760418138042,
10594,2.80431605786227,2.25637916952164,
10595,2.54242054876606,2.51608952048759,
10596,1.57610650340589,3.75256275648858,
10597,-0.386265295001957,3.12847476284978,
10598,-1.00717913211856,5.36128248752953,
10599,0.540495024873812,3.44133061477749,
10600,3.50455355674203,2.33281410468266,
10601,4.16841650939484,2.27556737923669,
10602,2.25470883514765,3.31534077760352,
10603,0.228741850658632,3.89970329251753,
10604,1.89096444750915,3.82196042369757,
10605,4.50727837918474,2.33654680556825,
10606,-2.24466071837477,5.45121610377849,
10607,1.54250556097371,3.90156891200968,
10608,4.98354774148376,3.56174525908835,
10609,0.091650776304051,3.47792754891104,
10610,5.39009294555411,1.45598045663696,
10611,1.15684908614927,3.66391343667959,
10612,0.164196787431672,3.27248718605865,
10613,2.01977541737779,4.33858150896356,
10614,-1.21176286565669,5.67793154671128,
10615,1.05547400646301,5.02645251700183,
10616,5.14368366902849,3.50957700446678,
10617,3.97102052613966,2.03742867022655,
10618,1.52783734465876,4.0388162260271,
10619,7.6856470367699,0.855134928536579,
10620,-1.18809408318184,4.8984678164925,
10621,3.64205541433386,2.57978580829676,
10622,2.42941806477375,3.99743142661281,
10623,4.41493090836156,2.41730447768296,
10624,5.54572997298511,2.39958609549103,
10625,3.40506214081082,2.16847659868988,
10626,0.787233432794323,3.66017136244587,
10627,5.27322368099266,1.08246048518869,
10628,0.597962101713345,3.88574088134322,
10629,6.42230420675424,1.1282800021374,
10630,4.35399699276726,0.688812477546226,
10631,1.71164373186244,3.39644659957361,
10632,0.553622336439698,3.17720219132507,
10633,-1.84855492370942,4.84090488867984,
10634,2.00014129488993,4.26721476409933,
10635,2.96864208048174,3.79448842334069,
10636,2.10221422236858,4.1402775049043,
10637,3.45448896254727,2.87047515439414,
10638,3.80280105640587,2.67670395455702,
10639,4.05170578046379,3.98871988516079,
10640,0.041804819927793,5.47303501546053,
10641,3.01410630966044,3.8625337332855,
10642,2.2441499727725,3.53992599406999,
10643,-0.289409320134009,5.82988075401845,
10644,1.7013222506404,3.81275010965319,
10645,0.318709953603958,4.63705320564785,
10646,3.36539241581293,3.76123926263442,
10647,5.42278416969485,0.74830677459651,
10648,0.349617987806676,5.67327295700552,
10649,3.69261878107244,2.52208486115751,
10650,-2.11425805694546,5.57215575855934,
10651,0.364995240889949,3.43585096542168,
10652,-0.27456639757691,5.66313869094679,
10653,10.4688461854606,0,
10654,6.61858103202603,2.37507251620522,
10655,0.658096593911183,3.79696074157341,
10656,2.38715547785288,4.02438000336635,
10657,7.66851921790177,1.24576521638248,
10658,0.484808171642927,3.75142203318749,
10659,-2.2285360024283,5.11105906462296,
10660,-1.22227824490214,5.28914908350594,
10661,2.18361329761287,3.81018364778831,
10662,1.33524031027935,3.65679149820683,
10663,3.44852592884543,2.55195829833934,
10664,-2.1108613058026,5.24149424911941,
10665,-0.381630280703339,4.5755922481814,
10666,-0.134794599520221,3.30437264823735,
10667,-0.355616698089195,3.37541669701188,
10668,0.855877543758598,3.37596708338695,
10669,2.54239103097232,4.03383470312126,
10670,-1.28655193842726,5.73260189433425,
10671,3.29479924418726,2.81390574798617,
10672,0.671408599813577,3.98406979921974,
10673,2.52026495111314,3.79380734200479,
10674,0.517867340391425,3.49225589922586,
10675,4.56971991283624,2.21826343551155,
10676,5.10075870629864,2.47851398849823,
10677,5.76066450428403,2.73390372257982,
10678,1.47856361505741,3.11266481427512,
10679,-0.270814247527816,5.0959811360989,
10680,1.72892228180723,3.69605387242659,
10681,-1.46032243639684,4.97470239654902,
10682,1.8379668021347,5.57304935741664,
10683,-0.209288916278937,3.47211200120315,
10684,7.36938966137652,1.0234655098786,
10685,2.94917355953947,2.23462506402011,
10686,-1.68767875167251,5.4306804936499,
10687,-0.286016704021571,5.35888455489971,
10688,0.773276813221657,3.56449055241062,
10689,6.40677140812988,2.33836686280578,
10690,3.58232445667025,2.45078738412734,
10691,5.98290387590404,2.74092148574637,
10692,3.98261540817023,1.92761490724861,
10693,4.37074207792246,3.04698212524471,
10694,8.35012776435054,1.17797237858127,
10695,4.95611530261368,0.972053279193049,
10696,-0.079379879290231,5.23428201147906,
