,z
0,-0.318639363964
1,-0.0627067779432
2,-0.189118426273
3,-1.95996398454
4,-0.45376219017
5,-0.45376219017
6,-0.189118426273
7,0.597760126042
8,0.597760126042
9,0.75541502636
10,-0.934589291073
11,1.95996398454
12,0.318639363964
13,1.15034938038
14,-1.43953147094
15,0.45376219017
16,-0.0627067779432
17,-1.15034938038
18,0.0627067779432
19,1.15034938038
