,z
0,-0.0627067779432
1,0.934589291073
2,-0.934589291073
3,-1.43953147094
4,-0.597760126042
5,-0.45376219017
6,-0.0627067779432
7,0.45376219017
8,0.597760126042
9,0.0627067779432
10,-1.15034938038
11,1.15034938038
12,0.318639363964
13,0.597760126042
14,-0.75541502636
15,1.43953147094
16,0.597760126042
17,-0.75541502636
18,-0.318639363964
19,0.318639363964
