,z
0,0.0627067779432
1,0.318639363964
2,-0.318639363964
3,-1.43953147094
4,0.189118426273
5,0.0627067779432
6,-0.0627067779432
7,0.189118426273
8,0.189118426273
9,0.75541502636
10,-0.934589291073
11,0.934589291073
12,0.318639363964
13,0.45376219017
14,-0.934589291073
15,0.318639363964
16,0.318639363964
17,-1.43953147094
18,0.0627067779432
19,0.189118426273
