,z
0,0.75541502636
1,-0.45376219017
2,-1.15034938038
3,-1.95996398454
4,0.0627067779432
5,0.189118426273
6,-0.75541502636
7,0.189118426273
8,-0.189118426273
9,0.934589291073
10,-0.318639363964
11,0.75541502636
12,0.189118426273
13,0.318639363964
14,-0.75541502636
15,1.15034938038
16,-0.318639363964
17,-0.189118426273
18,0.0627067779432
19,0.934589291073
