,z
0,0.597760126042
1,0.0627067779432
2,-0.934589291073
3,-1.95996398454
4,-0.189118426273
5,0.75541502636
6,-0.318639363964
7,0.318639363964
8,0.0627067779432
9,0.597760126042
10,-1.43953147094
11,0.45376219017
12,0.597760126042
13,0.934589291073
14,-0.934589291073
15,0.189118426273
16,0.189118426273
17,-0.75541502636
18,0.597760126042
19,0.0627067779432
