,z
0,-0.189118426273
1,-0.189118426273
2,-0.45376219017
3,-1.95996398454
4,0.597760126042
5,0.318639363964
6,-0.45376219017
7,0.0627067779432
8,-0.45376219017
9,0.597760126042
10,-0.318639363964
11,0.45376219017
12,0.45376219017
13,0.0627067779432
14,-0.934589291073
15,0.45376219017
16,0.0627067779432
17,-0.189118426273
18,1.95996398454
19,0.0627067779432
