,z
0,0.0627067779432
1,-0.318639363964
2,-0.318639363964
3,-1.43953147094
4,0.0627067779432
5,0.0627067779432
6,-0.318639363964
7,0.189118426273
8,0.318639363964
9,0.0627067779432
10,-1.15034938038
11,0.597760126042
12,0.45376219017
13,0.75541502636
14,-0.75541502636
15,1.15034938038
16,-0.189118426273
17,-0.934589291073
18,0.597760126042
19,0.75541502636
