,z
0,0.0627067779432
1,-0.597760126042
2,-0.45376219017
3,-1.15034938038
4,-0.318639363964
5,0.0627067779432
6,-0.75541502636
7,0.597760126042
8,-0.75541502636
9,0.0627067779432
10,-0.75541502636
11,0.189118426273
12,0.318639363964
13,0.318639363964
14,-0.597760126042
15,0.45376219017
16,0.318639363964
17,1.15034938038
18,0.597760126042
19,1.43953147094
