,z
0,-0.318639363964
1,0.75541502636
2,-0.597760126042
3,-1.43953147094
4,-0.189118426273
5,-0.189118426273
6,-0.75541502636
7,0.45376219017
8,0.189118426273
9,0.45376219017
10,-1.15034938038
11,1.15034938038
12,0.597760126042
13,0.75541502636
14,-1.43953147094
15,1.15034938038
16,0.318639363964
17,-0.75541502636
18,-0.45376219017
19,1.15034938038
