,z
0,0.0627067779432
1,-0.189118426273
2,-0.318639363964
3,-1.95996398454
4,-0.318639363964
5,0.318639363964
6,-0.597760126042
7,0.0627067779432
8,0.189118426273
9,0.45376219017
10,-0.934589291073
11,1.15034938038
12,0.934589291073
13,0.45376219017
14,-1.15034938038
15,0.75541502636
16,0.189118426273
17,-1.43953147094
18,0.45376219017
19,0.934589291073
