,z
0,0.318639363964
1,0.0627067779432
2,-0.318639363964
3,-1.95996398454
4,0.189118426273
5,-0.189118426273
6,-0.0627067779432
7,0.75541502636
8,-0.189118426273
9,0.45376219017
10,-1.15034938038
11,0.597760126042
12,1.15034938038
13,0.318639363964
14,-1.15034938038
15,0.75541502636
16,0.45376219017
17,-0.934589291073
18,-0.0627067779432
19,0.0627067779432
