sub,img,information_content
0,10005,35.1971870625773
0,10018,42.2757702282166
0,10042,35.8245248766109
0,10077,38.008388004755
0,10157,35.794840478737
0,10168,29.1610384307636
0,10183,45.8716658704779
0,10369,32.0968937320566
0,10407,43.1941836980197
0,10447,52.3808968372666
0,10587,52.3345375490785
0,10619,30.615794135186
0,10632,30.8322565928472
0,10653,41.430925992603
0,10660,37.2380250657086
0,10702,44.9562038399341
0,10732,36.9567970598729
0,10750,42.3547636328147
0,10842,35.7993625756472
0,10864,28.1206866952483
1,10005,36.0276983423018
1,10018,42.6452495760972
1,10042,34.8806155792234
1,10077,39.8453061276503
1,10157,36.7926107157367
1,10168,29.1075922108458
1,10183,44.6554541347849
1,10369,34.3239987698799
1,10407,41.0299182639254
1,10447,56.5459606758004
1,10587,48.8522248363954
1,10619,32.8103209933665
1,10632,29.7459396950172
1,10653,36.5951665672318
1,10660,36.634994770786
1,10702,51.402835144354
1,10732,35.0447886875742
1,10750,40.2747216252027
1,10842,37.3758824462992
1,10864,26.865238972524
2,10005,36.4453642785391
2,10018,45.5878450088916
2,10042,36.1578222795078
2,10077,37.027400100872
2,10157,36.2678494875569
2,10168,32.8778537683277
2,10183,49.6608343590962
2,10369,35.3378934884685
2,10407,41.2650690688907
2,10447,55.3539848552599
2,10587,54.0234263123607
2,10619,33.9395504335563
2,10632,32.8072681852209
2,10653,33.3233233537875
2,10660,38.3452974657257
2,10702,57.4020270673063
2,10732,38.287412707669
2,10750,38.1912898449149
2,10842,37.8266818572732
2,10864,27.9618943646614
3,10005,35.2096442956035
3,10018,46.3136497326825
3,10042,34.1248021396214
3,10077,38.0127013367194
3,10157,36.0371675023402
3,10168,37.8966479521066
3,10183,44.4829115093209
3,10369,40.0590405905395
3,10407,43.6704205007054
3,10447,55.4460997653482
3,10587,51.1370720548616
3,10619,32.5358780462968
3,10632,34.9508011172073
3,10653,34.4651828718397
3,10660,36.1451453724694
3,10702,57.5968151064492
3,10732,36.7468684915437
3,10750,35.3267943263369
3,10842,39.5306152439096
3,10864,28.890695582471
4,10005,31.0699120773733
4,10018,47.358453751181
4,10042,43.7898515460056
4,10077,36.3147135250644
4,10157,37.6797257369889
4,10168,38.2559722003738
4,10183,40.1430515830546
4,10369,45.3919059101598
4,10407,39.1812306800598
4,10447,54.3222942244135
4,10587,26.9639661970858
4,10619,33.5843601875158
4,10632,34.1746946697596
4,10653,37.9254315812614
4,10660,36.1860216313921
4,10702,53.4787863972993
4,10732,48.3068068205358
4,10750,33.5006531913462
4,10842,38.6642219997047
4,10864,35.7703185166081
5,10005,31.70006201105
5,10018,44.553579363326
5,10042,49.8742792145929
5,10077,35.2005715278157
5,10157,36.6308407583431
5,10168,36.6814822082728
5,10183,42.3716299632008
5,10369,49.8186285665375
5,10407,46.7373654220891
5,10447,54.3609948665892
5,10587,28.6043255067983
5,10619,40.2503881109889
5,10632,39.5424089271448
5,10653,44.7429564969932
5,10660,38.5885938069837
5,10702,58.1405617739312
5,10732,46.0309827109669
5,10750,30.5245730355519
5,10842,38.5752319445131
5,10864,36.8373697412626
6,10005,31.2955211057284
6,10018,44.1619203987945
6,10042,58.7318528039643
6,10077,33.0882414663964
6,10157,37.9765725967617
6,10168,34.4858167168411
6,10183,42.5431927290777
6,10369,57.5674618891318
6,10407,52.7788350325004
6,10447,75.8807644028618
6,10587,27.8182387371661
6,10619,46.506892971123
6,10632,43.4055623889291
6,10653,54.3936742582029
6,10660,43.7084972484345
6,10702,65.1047879553285
6,10732,38.8939701105489
6,10750,30.3714634928206
6,10842,37.4876036426227
6,10864,40.2162312912581
7,10005,31.6329713242401
7,10018,43.8446410057492
7,10042,62.6323993301374
7,10077,33.9666265778826
7,10157,38.5915387630804
7,10168,35.2808340567379
7,10183,43.2248929953367
7,10369,65.1247022899586
7,10407,59.4537372308709
7,10447,72.3317611739323
7,10587,27.0035769025162
7,10619,42.8452136583472
7,10632,51.5192549749405
7,10653,53.3229707278295
7,10660,43.7904270729927
7,10702,69.5626788185343
7,10732,26.9057257711867
7,10750,27.5110815624152
7,10842,37.5872723378838
7,10864,38.2967306867629
8,10005,32.8852372174041
8,10018,40.888461912757
8,10042,53.6970347420063
8,10077,33.1611908494012
8,10157,33.3465345584172
8,10168,28.5460555069079
8,10183,39.171727525738
8,10369,58.8663088930859
8,10407,47.7880504681732
8,10447,59.7472655907778
8,10587,30.032213300348
8,10619,38.8395498838752
8,10632,40.3699222861696
8,10653,30.9542937286375
8,10660,54.3292716108902
8,10702,30.3370422400878
8,10732,29.0174142082284
8,10750,26.966273221899
8,10842,37.9284726163873
8,10864,31.4010729816947
9,10005,41.7772535281695
9,10018,41.4587863585216
9,10042,50.5084243587037
9,10077,32.7729622839016
9,10157,35.02254307058
9,10168,35.5180630742369
9,10183,41.7179132176887
9,10369,65.9338847918591
9,10407,52.9114789500164
9,10447,71.4857813512872
9,10587,27.2306990441787
9,10619,35.0683115320006
9,10632,36.077965144559
9,10653,39.9245845871741
9,10660,66.4143180086377
9,10702,29.920886812784
9,10732,28.9452903856336
9,10750,27.6906435989143
9,10842,36.7272957483493
9,10864,27.3985138950987
10,10005,45.0317692522659
10,10018,42.1493082827932
10,10042,50.1523618371167
