sub,img,information_content
0,10005,33.3021460283668
0,10018,42.631011010287494
0,10042,32.686001399001164
0,10077,38.251375449841795
0,10157,36.650546574258925
0,10168,28.616318633335627
0,10183,55.75171801867798
0,10369,32.830169852793375
0,10407,41.28976937438203
0,10447,43.31657787226551
0,10587,44.77747264090444
0,10619,33.61289524932774
0,10632,34.230919171999965
0,10653,37.372760512210895
0,10660,39.160125091111645
0,10702,39.38873410908817
0,10732,32.326803343689306
0,10750,36.879809848264436
0,10842,36.39841906116162
0,10864,28.830898385529814
1,10005,33.806189720321555
1,10018,43.093077255938596
1,10042,35.19749559067585
1,10077,41.367889602713795
1,10157,34.80243389007837
1,10168,31.826525359332468
1,10183,43.17049864628506
1,10369,33.85784474075485
1,10407,46.082545943215024
1,10447,49.60375087460288
1,10587,44.95170312289363
1,10619,37.17749259723583
1,10632,38.72462457025782
1,10653,53.87377525860224
1,10660,40.34157442488794
1,10702,37.184709707086895
1,10732,32.40347201125496
1,10750,44.12018800851899
1,10842,35.25369595869893
1,10864,27.962154298261105
2,10005,34.78201370370618
2,10018,46.99663741063207
2,10042,39.651273605718515
2,10077,39.44393258293128
2,10157,45.65376721825371
2,10168,34.027809872424385
2,10183,44.817371024005695
2,10369,38.32494517402544
2,10407,44.48803189291618
2,10447,45.107948988257036
2,10587,40.11834003122286
2,10619,40.76544644295598
2,10632,36.419147515343546
2,10653,45.8625398548689
2,10660,44.43815512717905
2,10702,35.14525835648218
2,10732,30.365016434339786
2,10750,45.981510836525594
2,10842,38.47442580152213
2,10864,27.962154298261105
3,10005,38.43246455393083
3,10018,46.5748438149643
3,10042,41.3632350038738
3,10077,37.98204206912344
3,10157,47.11600894823986
3,10168,36.52424979438594
3,10183,45.143255269480626
3,10369,43.177239618649715
3,10407,47.16631393068877
3,10447,47.06108438553791
3,10587,40.890476458994
3,10619,45.05218086249379
3,10632,36.449267745246765
3,10653,41.5102760474504
3,10660,46.07282747564047
3,10702,36.87956580467967
3,10732,29.190805896913965
3,10750,45.81251211127255
3,10842,39.730346372726636
3,10864,29.51963912377722
4,10005,37.73678440733659
4,10018,45.59312927638734
4,10042,40.62176513878474
4,10077,34.182683709532164
4,10157,48.400538374301306
4,10168,33.418682423833545
4,10183,41.103966593733865
4,10369,45.363815045129044
4,10407,44.45259752529626
4,10447,50.74995670804436
4,10587,32.786592370793
4,10619,40.87400567368298
4,10632,33.8407107132217
4,10653,39.957243691331
4,10660,42.90313038862955
4,10702,41.07833195710641
4,10732,32.87716471973734
4,10750,51.802461116593655
4,10842,37.40859968463457
4,10864,25.06071418589147
5,10005,39.7943979163341
5,10018,49.915905720083025
5,10042,50.817116576494065
5,10077,35.61485941265259
5,10157,47.531895420035525
5,10168,34.88527119254856
