sub,img,information_content
0,10005,35.259869489515474
0,10018,42.27066623119852
0,10042,35.43035246022023
0,10077,38.41736016520532
0,10157,35.78681312709993
0,10168,29.18862293967489
0,10183,46.166142729946706
0,10369,31.980061697497337
0,10407,43.68554862373934
0,10447,52.83213413165462
0,10587,52.29792930104317
0,10619,30.648558990611654
0,10632,30.608550950879614
0,10653,41.49500976216112
0,10660,37.185436907808686
0,10702,44.62835493330155
0,10732,36.649251651675
0,10750,43.40728417530184
0,10842,35.76134986132126
0,10864,27.960277633858045
1,10005,33.61954616784994
1,10018,42.15376703390537
1,10042,38.03187851567103
1,10077,39.54641012105023
1,10157,33.162959998407366
1,10168,33.125664724045215
1,10183,43.46443182265062
1,10369,33.6843696141368
1,10407,49.24881277330701
1,10447,57.83728521270376
1,10587,53.57691935430854
1,10619,32.44108426995001
1,10632,33.4665169754669
1,10653,44.03618293389315
1,10660,37.84271456921529
1,10702,41.138557443141764
1,10732,32.93785376034961
1,10750,51.77024027559543
1,10842,35.51037492799184
1,10864,31.012883753966854
2,10005,35.265644773860664
2,10018,47.35557455119118
2,10042,42.69016108962441
2,10077,40.115675968458355
2,10157,42.989433256842425
2,10168,38.358799219132806
2,10183,44.795509923508256
2,10369,39.66657398115798
2,10407,47.05284139983862
2,10447,52.50340831835338
2,10587,45.44901585268975
2,10619,37.004001950423245
2,10632,32.1674308157304
2,10653,53.80203487713195
2,10660,43.07977936561494
2,10702,38.68976539019552
2,10732,31.84990445537532
2,10750,53.01277250298647
2,10842,37.53951767794459
2,10864,31.248233334733392
3,10005,39.29385902368704
3,10018,47.04334377460764
3,10042,44.55788341681093
3,10077,38.384889434567846
3,10157,44.82386455112991
3,10168,42.862817170908926
3,10183,46.07284043808212
3,10369,46.415790646358175
3,10407,50.18083551675761
3,10447,54.791845973132695
3,10587,45.04108472308294
3,10619,39.303955057520504
3,10632,32.408895152952326
3,10653,46.90734497626619
3,10660,46.05329248712203
3,10702,42.06038005595488
3,10732,29.642810960257542
3,10750,53.662613922268264
3,10842,38.478400716907565
3,10864,33.11612915300413
4,10005,39.32984622742572
4,10018,45.46179412814422
4,10042,44.01488317539585
4,10077,34.54688822217971
4,10157,45.05625048481656
4,10168,37.53112105524767
4,10183,45.77462147318694
4,10369,48.064193413081725
4,10407,47.56053692208191
4,10447,62.35984724131939
4,10587,38.69980293742402
4,10619,38.191005372508684
4,10632,30.567681363497766
4,10653,44.94934249684151
4,10660,41.866507271698936
4,10702,42.00080958020354
4,10732,33.03030823419674
4,10750,61.960122462805636
4,10842,38.41246821943827
4,10864,27.631931196395527
5,10005,41.03662780110453
5,10018,51.49999442914124
5,10042,56.81927064865368
5,10077,36.37895494750055
5,10157,45.91510052533608
5,10168,40.035978793628104
5,10183,44.633102265428754
5,10369,48.68660962232553
5,10407,52.087213235764985
5,10447,67.79638418569829
5,10587,42.79788889066673
5,10619,41.15546391281263
5,10632,30.88975179119611
5,10653,52.005645182044994
5,10660,46.445208825382615
5,10702,47.50356812286325
5,10732,34.534036292235385
5,10750,62.31667423657584
5,10842,37.067337656313306
5,10864,31.191302983801993
6,10005,48.419044050649525
6,10018,53.19167354293606
6,10042,49.231443570293074
6,10077,35.582614586243245
6,10157,47.17865466374124
6,10168,46.06737975495818
6,10183,40.344696580162
6,10369,46.130906624115546
6,10407,51.35649139530656
6,10447,53.01090478637623
6,10587,40.12451398988778
6,10619,42.21773563172741
6,10632,33.32906536378021
6,10653,69.80776978880728
6,10660,46.989355952229545
6,10702,41.999377540347254
6,10732,30.94024099202187
6,10750,59.474103492621225
6,10842,38.13774244459536
