Sub	Trial	img	type	RT	Reaction
3	1.000000	207.000000	1.000000	5101.627	1.000000
3	2.000000	200.000000	2.000000	1862.637	0.000000
3	3.000000	8.000000	1.000000	2650.795	0.000000
3	4.000000	223.000000	1.000000	10721.423	1.000000
3	5.000000	41.000000	2.000000	2095.730	0.000000
3	6.000000	43.000000	2.000000	2306.020	0.000000
3	7.000000	6.000000	1.000000	888.175	1.000000
3	8.000000	54.000000	2.000000	7166.519	1.000000
3	9.000000	23.000000	1.000000	7380.110	1.000000
3	10.000000	49.000000	2.000000	1723.737	0.000000
3	11.000000	57.000000	1.000000	828.553	0.000000
3	12.000000	47.000000	2.000000	1917.863	0.000000
3	13.000000	31.000000	2.000000	4364.398	1.000000
3	14.000000	44.000000	2.000000	980.294	0.000000
3	15.000000	0.000000	2.000000	606.063	0.000000
3	16.000000	136.000000	2.000000	1209.829	0.000000
3	17.000000	20.000000	2.000000	1676.390	0.000000
3	18.000000	53.000000	1.000000	2034.605	1.000000
3	19.000000	63.000000	1.000000	3144.640	1.000000
3	20.000000	171.000000	2.000000	871.810	0.000000
3	21.000000	239.000000	2.000000	1945.020	0.000000
3	22.000000	60.000000	2.000000	768.218	0.000000
3	23.000000	14.000000	1.000000	2753.160	1.000000
3	24.000000	32.000000	2.000000	1539.393	0.000000
3	25.000000	208.000000	1.000000	1202.732	1.000000
3	26.000000	39.000000	1.000000	2339.066	0.000000
3	27.000000	123.000000	1.000000	1601.130	1.000000
3	28.000000	176.000000	1.000000	1669.329	1.000000
3	29.000000	235.000000	2.000000	508.937	0.000000
3	30.000000	112.000000	1.000000	2918.009	1.000000
3	31.000000	22.000000	2.000000	 1.209	0.000000
3	32.000000	59.000000	2.000000	1178.569	0.000000
3	33.000000	5.000000	2.000000	2024.737	0.000000
3	34.000000	3.000000	1.000000	1281.817	1.000000
3	35.000000	35.000000	2.000000	2631.055	0.000000
3	36.000000	30.000000	2.000000	850.049	0.000000
3	37.000000	160.000000	2.000000	673.972	0.000000
3	38.000000	147.000000	2.000000	2479.760	1.000000
3	39.000000	213.000000	2.000000	782.515	0.000000
3	40.000000	48.000000	1.000000	1458.457	1.000000
3	41.000000	69.000000	1.000000	1200.266	0.000000
3	42.000000	45.000000	2.000000	811.625	0.000000
3	43.000000	37.000000	1.000000	2506.394	0.000000
3	44.000000	130.000000	1.000000	2254.775	1.000000
3	45.000000	51.000000	2.000000	2075.640	0.000000
3	46.000000	220.000000	2.000000	1575.816	0.000000
3	47.000000	38.000000	1.000000	3844.624	1.000000
3	48.000000	17.000000	2.000000	952.688	0.000000
