Sub	Trial	img	type	RT	Reaction
11	1.000000	160.000000	1.000000	11281.439	1.000000
11	2.000000	38.000000	1.000000	10632.915	0.000000
11	3.000000	63.000000	2.000000	9973.521	0.000000
11	4.000000	239.000000	2.000000	1929.986	0.000000
11	5.000000	23.000000	1.000000	6696.532	1.000000
11	6.000000	136.000000	2.000000	8749.113	0.000000
11	7.000000	112.000000	2.000000	5989.268	0.000000
11	8.000000	17.000000	2.000000	7137.148	0.000000
11	9.000000	220.000000	1.000000	4302.074	1.000000
11	10.000000	0.000000	2.000000	3562.318	0.000000
11	11.000000	22.000000	2.000000	3376.799	0.000000
11	12.000000	235.000000	1.000000	8222.261	1.000000
11	13.000000	223.000000	2.000000	3353.163	0.000000
11	14.000000	8.000000	1.000000	9424.274	0.000000
11	15.000000	57.000000	1.000000	7214.150	1.000000
11	16.000000	53.000000	2.000000	7798.997	0.000000
11	17.000000	5.000000	2.000000	2896.046	0.000000
11	18.000000	51.000000	2.000000	6359.768	0.000000
11	19.000000	31.000000	1.000000	5885.281	1.000000
11	20.000000	14.000000	2.000000	5872.786	0.000000
11	21.000000	45.000000	1.000000	7612.628	0.000000
11	22.000000	35.000000	1.000000	5996.051	1.000000
11	23.000000	54.000000	2.000000	3575.663	0.000000
11	24.000000	49.000000	1.000000	4476.669	1.000000
11	25.000000	200.000000	2.000000	2645.909	0.000000
11	26.000000	69.000000	1.000000	4476.644	1.000000
11	27.000000	48.000000	2.000000	1718.979	0.000000
11	28.000000	47.000000	2.000000	2567.922	0.000000
11	29.000000	213.000000	2.000000	2772.425	0.000000
11	30.000000	37.000000	2.000000	3376.187	1.000000
11	31.000000	20.000000	1.000000	2353.748	1.000000
11	32.000000	32.000000	2.000000	1804.438	0.000000
11	33.000000	171.000000	2.000000	3502.137	0.000000
11	34.000000	30.000000	2.000000	9266.939	0.000000
11	35.000000	43.000000	2.000000	1931.774	0.000000
11	36.000000	176.000000	1.000000	8414.267	1.000000
11	37.000000	41.000000	2.000000	7815.908	0.000000
11	38.000000	123.000000	1.000000	6677.060	1.000000
11	39.000000	59.000000	1.000000	2637.939	1.000000
11	40.000000	44.000000	1.000000	4888.069	1.000000
11	41.000000	207.000000	1.000000	9264.844	1.000000
11	42.000000	208.000000	1.000000	8647.187	0.000000
11	43.000000	39.000000	1.000000	3042.521	0.000000
11	44.000000	6.000000	2.000000	3584.308	0.000000
11	45.000000	147.000000	1.000000	5305.684	0.000000
11	46.000000	3.000000	2.000000	5371.911	0.000000
11	47.000000	60.000000	2.000000	10074.734	0.000000
11	48.000000	130.000000	2.000000	1941.034	1.000000
