Sub	Trial	img	type	RT	Reaction
9	1.000000	223.000000	2.000000	2167.803	0.000000
9	2.000000	112.000000	2.000000	3821.802	0.000000
9	3.000000	32.000000	1.000000	2919.918	1.000000
9	4.000000	39.000000	1.000000	1566.295	0.000000
9	5.000000	48.000000	2.000000	1454.813	0.000000
9	6.000000	45.000000	1.000000	1729.196	1.000000
9	7.000000	239.000000	2.000000	1114.456	0.000000
9	8.000000	208.000000	2.000000	1766.055	0.000000
9	9.000000	69.000000	1.000000	1665.230	1.000000
9	10.000000	14.000000	2.000000	907.515	0.000000
9	11.000000	0.000000	2.000000	1083.293	0.000000
9	12.000000	213.000000	2.000000	1754.349	0.000000
9	13.000000	41.000000	1.000000	1283.579	1.000000
9	14.000000	60.000000	1.000000	1229.408	1.000000
9	15.000000	43.000000	2.000000	1079.401	0.000000
9	16.000000	30.000000	2.000000	1230.696	0.000000
9	17.000000	23.000000	1.000000	1732.582	1.000000
9	18.000000	3.000000	2.000000	1424.107	1.000000
9	19.000000	136.000000	1.000000	1610.394	1.000000
9	20.000000	17.000000	1.000000	1021.379	1.000000
9	21.000000	235.000000	2.000000	1093.647	1.000000
9	22.000000	51.000000	2.000000	1402.958	0.000000
9	23.000000	130.000000	2.000000	993.538	1.000000
9	24.000000	8.000000	1.000000	3320.138	1.000000
9	25.000000	6.000000	1.000000	2391.931	0.000000
9	26.000000	207.000000	2.000000	2658.931	1.000000
9	27.000000	160.000000	2.000000	989.556	0.000000
9	28.000000	171.000000	1.000000	1243.154	1.000000
9	29.000000	20.000000	1.000000	3166.878	1.000000
9	30.000000	49.000000	1.000000	1312.383	1.000000
9	31.000000	22.000000	2.000000	1845.236	0.000000
9	32.000000	44.000000	1.000000	1176.885	1.000000
9	33.000000	63.000000	2.000000	1005.829	0.000000
9	34.000000	54.000000	1.000000	1585.555	1.000000
9	35.000000	47.000000	1.000000	2147.728	1.000000
9	36.000000	123.000000	1.000000	1580.415	1.000000
9	37.000000	53.000000	1.000000	1739.000	1.000000
9	38.000000	38.000000	1.000000	1161.733	1.000000
9	39.000000	200.000000	1.000000	1880.633	1.000000
9	40.000000	176.000000	2.000000	1528.243	0.000000
9	41.000000	35.000000	2.000000	949.791	0.000000
9	42.000000	220.000000	1.000000	802.455	1.000000
9	43.000000	59.000000	1.000000	1537.815	1.000000
9	44.000000	57.000000	1.000000	967.701	1.000000
9	45.000000	147.000000	1.000000	1219.048	1.000000
9	46.000000	37.000000	2.000000	805.094	0.000000
9	47.000000	5.000000	1.000000	1511.096	1.000000
9	48.000000	31.000000	1.000000	2019.212	1.000000
