Sub	Trial	img	type	RT	Reaction
5	1.000000	69.000000	1.000000	7562.366	1.000000
5	2.000000	176.000000	2.000000	27510.159	0.000000
5	3.000000	47.000000	1.000000	17410.266	1.000000
5	4.000000	123.000000	1.000000	4356.021	1.000000
5	5.000000	130.000000	2.000000	5785.854	0.000000
5	6.000000	14.000000	1.000000	3627.805	1.000000
5	7.000000	5.000000	2.000000	3804.006	0.000000
5	8.000000	38.000000	1.000000	2801.320	1.000000
5	9.000000	30.000000	2.000000	20021.120	0.000000
5	10.000000	60.000000	2.000000	6870.552	0.000000
5	11.000000	220.000000	2.000000	11359.723	0.000000
5	12.000000	112.000000	2.000000	6612.938	0.000000
5	13.000000	17.000000	2.000000	3060.379	1.000000
5	14.000000	160.000000	2.000000	11485.759	1.000000
5	15.000000	207.000000	2.000000	54599.844	1.000000
5	16.000000	57.000000	1.000000	2132.461	1.000000
5	17.000000	39.000000	2.000000	2842.467	0.000000
5	18.000000	200.000000	2.000000	3922.283	0.000000
5	19.000000	235.000000	1.000000	1617.478	1.000000
5	20.000000	35.000000	2.000000	1589.799	0.000000
5	21.000000	223.000000	1.000000	1628.717	1.000000
5	22.000000	20.000000	1.000000	2235.465	1.000000
5	23.000000	8.000000	1.000000	6067.004	1.000000
5	24.000000	239.000000	2.000000	1589.213	0.000000
5	25.000000	59.000000	1.000000	5363.113	1.000000
5	26.000000	45.000000	1.000000	3027.872	1.000000
5	27.000000	51.000000	1.000000	2820.889	1.000000
5	28.000000	147.000000	2.000000	1313.891	0.000000
5	29.000000	63.000000	1.000000	1390.770	1.000000
5	30.000000	54.000000	1.000000	3269.507	1.000000
5	31.000000	53.000000	2.000000	1314.537	1.000000
5	32.000000	208.000000	2.000000	4010.047	1.000000
5	33.000000	43.000000	2.000000	2963.245	0.000000
5	34.000000	213.000000	1.000000	1600.994	1.000000
5	35.000000	37.000000	2.000000	5476.996	0.000000
5	36.000000	0.000000	2.000000	5146.796	1.000000
5	37.000000	136.000000	1.000000	7564.000	1.000000
5	38.000000	48.000000	1.000000	2640.878	1.000000
5	39.000000	3.000000	1.000000	6512.378	1.000000
5	40.000000	6.000000	1.000000	1251.273	1.000000
5	41.000000	41.000000	2.000000	3050.004	1.000000
5	42.000000	49.000000	1.000000	2309.041	1.000000
5	43.000000	171.000000	1.000000	2752.017	1.000000
5	44.000000	32.000000	2.000000	1255.761	0.000000
5	45.000000	22.000000	2.000000	10341.641	0.000000
5	46.000000	44.000000	1.000000	1665.643	1.000000
5	47.000000	23.000000	1.000000	2796.425	1.000000
5	48.000000	31.000000	1.000000	4327.997	1.000000
